query_id,dataset_name,vpr_method,matcher_method,inliers_top1,is_top1_correct,query_path,top1_path
010,svox_train_sun,cosplace,superpoint-lg,75,1,../data/svox/images/train/queries_sun\@0619637.87@5735808.64@20141216_093343@.jpg,../data/svox/images/train/gallery\@0619633.37@5735810.56@201205@1-t8KIjzUnrbUIf7awShMg@B@.jpg
011,svox_train_sun,cosplace,superpoint-lg,72,1,../data/svox/images/train/queries_sun\@0619641.84@5735805.36@20141216_093344@.jpg,../data/svox/images/train/gallery\@0619641.00@5735802.71@201205@QgXWehQNnWJ0WZQt1sBFxg@B@.jpg
012,svox_train_sun,cosplace,superpoint-lg,84,1,../data/svox/images/train/queries_sun\@0619642.57@5735853.33@20141216_093321@.jpg,../data/svox/images/train/gallery\@0619644.30@5735855.90@201205@iqM3veddSPnmPtB8q0-jHg@F@.jpg
013,svox_train_sun,cosplace,superpoint-lg,68,1,../data/svox/images/train/queries_sun\@0619645.49@5735801.79@20141216_093345@.jpg,../data/svox/images/train/gallery\@0619641.00@5735802.71@201205@QgXWehQNnWJ0WZQt1sBFxg@B@.jpg
014,svox_train_sun,cosplace,superpoint-lg,69,1,../data/svox/images/train/queries_sun\@0619646.68@5735856.36@20141216_093320@.jpg,../data/svox/images/train/gallery\@0619654.03@5735862.04@201205@2g28nm7hISZsCt8NGUmZHQ@F@.jpg
015,svox_train_sun,cosplace,superpoint-lg,26,1,../data/svox/images/train/queries_sun\@0619648.38@5735797.58@20141216_093347@.jpg,../data/svox/images/train/gallery\@0619641.00@5735802.71@201205@QgXWehQNnWJ0WZQt1sBFxg@B@.jpg
016,svox_train_sun,cosplace,superpoint-lg,80,1,../data/svox/images/train/queries_sun\@0619650.94@5735859.41@20141216_093319@.jpg,../data/svox/images/train/gallery\@0619654.03@5735862.04@201205@2g28nm7hISZsCt8NGUmZHQ@F@.jpg
017,svox_train_sun,cosplace,superpoint-lg,39,1,../data/svox/images/train/queries_sun\@0619651.22@5735792.49@20141216_093348@.jpg,../data/svox/images/train/gallery\@0619648.74@5735794.61@201205@HUb5UBabMPrA_1pvKqFhhQ@B@.jpg
018,svox_train_sun,cosplace,superpoint-lg,53,1,../data/svox/images/train/queries_sun\@0619655.29@5735862.68@20141216_093318@.jpg,../data/svox/images/train/gallery\@0619662.23@5735868.03@201205@qvM6itklSlq23CtvfZzj3A@F@.jpg
019,svox_train_sun,cosplace,superpoint-lg,9,0,../data/svox/images/train/queries_sun\@0619656.07@5735790.03@20141216_093350@.jpg,../data/svox/images/train/gallery\@0619593.77@5735648.64@201205@sEyfc0tm4WKp_zR5rRlaBw@B@.jpg
020,svox_train_sun,cosplace,superpoint-lg,75,1,../data/svox/images/train/queries_sun\@0619659.79@5735866.01@20141216_093317@.jpg,../data/svox/images/train/gallery\@0619662.23@5735868.03@201205@qvM6itklSlq23CtvfZzj3A@F@.jpg
021,svox_train_sun,cosplace,superpoint-lg,34,1,../data/svox/images/train/queries_sun\@0619664.42@5735869.38@20141216_093316@.jpg,../data/svox/images/train/gallery\@0619674.63@5735876.96@201205@ndJ9FzX5pT3pDOwA5_Jd8g@F@.jpg
022,svox_train_sun,cosplace,superpoint-lg,33,1,../data/svox/images/train/queries_sun\@0619668.96@5735872.81@20141216_093315@.jpg,../data/svox/images/train/gallery\@0619683.33@5735883.42@201205@RKWFWGOWDSIeDp6RpML5Bw@F@.jpg
023,svox_train_sun,cosplace,superpoint-lg,42,1,../data/svox/images/train/queries_sun\@0619673.48@5735876.10@20141216_093314@.jpg,../data/svox/images/train/gallery\@0619683.33@5735883.42@201205@RKWFWGOWDSIeDp6RpML5Bw@F@.jpg
024,svox_train_sun,cosplace,superpoint-lg,7,0,../data/svox/images/train/queries_sun\@0619675.74@5735763.52@20141216_093356@.jpg,../data/svox/images/train/gallery\@0622706.21@5736303.47@201207@SfOl_7raVMq9iA5zjUIi5Q@F@.jpg
025,svox_train_sun,cosplace,superpoint-lg,55,1,../data/svox/images/train/queries_sun\@0619678.38@5735878.10@20141216_093313@.jpg,../data/svox/images/train/gallery\@0619683.33@5735883.42@201205@RKWFWGOWDSIeDp6RpML5Bw@F@.jpg
026,svox_train_sun,cosplace,superpoint-lg,107,1,../data/svox/images/train/queries_sun\@0619679.42@5735758.72@20141216_093357@.jpg,../data/svox/images/train/gallery\@0619678.51@5735756.37@201205@mF2RPOJR5ASs8MEhBLIgTw@B@.jpg
027,svox_train_sun,cosplace,superpoint-lg,83,1,../data/svox/images/train/queries_sun\@0619681.48@5735753.86@20141216_093358@.jpg,../data/svox/images/train/gallery\@0619678.51@5735756.37@201205@mF2RPOJR5ASs8MEhBLIgTw@B@.jpg
028,svox_train_sun,cosplace,superpoint-lg,87,1,../data/svox/images/train/queries_sun\@0619682.51@5735881.09@20141216_093312@.jpg,../data/svox/images/train/gallery\@0619683.33@5735883.42@201205@RKWFWGOWDSIeDp6RpML5Bw@F@.jpg
029,svox_train_sun,cosplace,superpoint-lg,111,1,../data/svox/images/train/queries_sun\@0619683.78@5735749.27@20141216_093359@.jpg,../data/svox/images/train/gallery\@0619685.27@5735747.86@201205@9NvFabqxNfDkrHQypQP6iw@B@.jpg
030,svox_train_sun,cosplace,superpoint-lg,51,0,../data/svox/images/train/queries_sun\@0619686.83@5735884.13@20141216_093311@.jpg,../data/svox/images/train/gallery\@0619708.63@5735901.90@201205@OjZOj9HEYsjSDh1JCrnDfA@F@.jpg
031,svox_train_sun,cosplace,superpoint-lg,105,1,../data/svox/images/train/queries_sun\@0619687.72@5735744.63@20141216_093400@.jpg,../data/svox/images/train/gallery\@0619685.27@5735747.86@201205@9NvFabqxNfDkrHQypQP6iw@B@.jpg
032,svox_train_sun,cosplace,superpoint-lg,20,1,../data/svox/images/train/queries_sun\@0619691.28@5735887.59@20141216_093309@.jpg,../data/svox/images/train/gallery\@0619708.63@5735901.90@201205@OjZOj9HEYsjSDh1JCrnDfA@F@.jpg
033,svox_train_sun,cosplace,superpoint-lg,78,1,../data/svox/images/train/queries_sun\@0619691.40@5735740.39@20141216_093401@.jpg,../data/svox/images/train/gallery\@0619685.27@5735747.86@201205@9NvFabqxNfDkrHQypQP6iw@B@.jpg
034,svox_train_sun,cosplace,superpoint-lg,8,0,../data/svox/images/train/queries_sun\@0619694.90@5735736.27@20141216_093402@.jpg,../data/svox/images/train/gallery\@0623587.88@5735720.70@201207@KoYUxGS78lgSfS9ovOuUgQ@B@.jpg
035,svox_train_sun,cosplace,superpoint-lg,22,1,../data/svox/images/train/queries_sun\@0619695.64@5735890.90@20141216_093308@.jpg,../data/svox/images/train/gallery\@0619708.63@5735901.90@201205@OjZOj9HEYsjSDh1JCrnDfA@F@.jpg
036,svox_train_sun,cosplace,superpoint-lg,8,0,../data/svox/images/train/queries_sun\@0619697.83@5735731.16@20141216_093403@.jpg,../data/svox/images/train/gallery\@0624386.41@5735008.93@201206@CD5le-sD3hvoZI2JD4c-ww@B@.jpg
037,svox_train_sun,cosplace,superpoint-lg,24,1,../data/svox/images/train/queries_sun\@0619699.99@5735894.03@20141216_093307@.jpg,../data/svox/images/train/gallery\@0619708.63@5735901.90@201205@OjZOj9HEYsjSDh1JCrnDfA@F@.jpg
038,svox_train_sun,cosplace,superpoint-lg,81,1,../data/svox/images/train/queries_sun\@0619702.25@5735728.80@20141216_093404@.jpg,../data/svox/images/train/gallery\@0619700.69@5735731.49@201205@ZSX6z2ca1MmT1pZ-Dk5hIg@F@.jpg
039,svox_train_sun,cosplace,superpoint-lg,60,1,../data/svox/images/train/queries_sun\@0619705.14@5735897.76@20141216_093306@.jpg,../data/svox/images/train/gallery\@0619708.63@5735901.90@201205@OjZOj9HEYsjSDh1JCrnDfA@F@.jpg
040,svox_train_sun,cosplace,superpoint-lg,18,0,../data/svox/images/train/queries_sun\@0619706.04@5735724.37@20141216_093406@.jpg,../data/svox/images/train/gallery\@0622561.39@5736850.06@201209@jHSNJgZyztzulBWCzXe8wA@B@.jpg
041,svox_train_sun,cosplace,superpoint-lg,38,0,../data/svox/images/train/queries_sun\@0619708.72@5735900.36@20141216_093305@.jpg,../data/svox/images/train/gallery\@0619756.67@5735937.54@201205@mRDNa8HxXEyFTEsfM8-Mug@F@.jpg
042,svox_train_sun,cosplace,superpoint-lg,13,0,../data/svox/images/train/queries_sun\@0619709.51@5735720.59@20141216_093407@.jpg,../data/svox/images/train/gallery\@0624519.16@5736750.81@201207@9UIWM4w0BjP9w_86UsjToA@B@.jpg
043,svox_train_sun,cosplace,superpoint-lg,9,0,../data/svox/images/train/queries_sun\@0619713.31@5735715.86@20141216_093408@.jpg,../data/svox/images/train/gallery\@0619260.70@5736616.41@201205@OvhnXGJBbSL8yTgQgjIwNg@F@.jpg
044,svox_train_sun,cosplace,superpoint-lg,47,0,../data/svox/images/train/queries_sun\@0619714.13@5735904.34@20141216_093304@.jpg,../data/svox/images/train/gallery\@0619756.67@5735937.54@201205@mRDNa8HxXEyFTEsfM8-Mug@F@.jpg
045,svox_train_sun,cosplace,superpoint-lg,12,0,../data/svox/images/train/queries_sun\@0619716.77@5735712.06@20141216_093409@.jpg,../data/svox/images/train/gallery\@0624516.69@5736507.66@201207@XeXpKknw_nSEbW0it8gksg@F@.jpg
046,svox_train_sun,cosplace,superpoint-lg,8,0,../data/svox/images/train/queries_sun\@0619720.52@5735708.39@20141216_093409@.jpg,../data/svox/images/train/gallery\@0621491.45@5736191.09@201205@WkL1HXjhMAKlCejz_cqTvQ@B@.jpg
047,svox_train_sun,cosplace,superpoint-lg,7,0,../data/svox/images/train/queries_sun\@0619724.08@5735704.42@20141216_093410@.jpg,../data/svox/images/train/gallery\@0622713.23@5736194.70@201204@7NWm_6ZABbHfsd0iV9auLQ@B@.jpg
048,svox_train_sun,cosplace,superpoint-lg,11,0,../data/svox/images/train/queries_sun\@0619727.85@5735700.90@20141216_093411@.jpg,../data/svox/images/train/gallery\@0622716.88@5736190.75@201204@hO10FwIjLYlggtgMr3lJRQ@B@.jpg
049,svox_train_sun,cosplace,superpoint-lg,6,0,../data/svox/images/train/queries_sun\@0619732.37@5735698.72@20141216_093412@.jpg,../data/svox/images/train/gallery\@0622266.94@5736468.03@201204@PEyZxWs8h1Z6CwLAPpcWww@B@.jpg
050,svox_train_sun,cosplace,superpoint-lg,10,0,../data/svox/images/train/queries_sun\@0619736.70@5735694.36@20141216_093413@.jpg,../data/svox/images/train/gallery\@0622840.82@5736465.68@201209@zSdx2aKJ4TF2e-qSOxHyWw@B@.jpg
051,svox_train_sun,cosplace,superpoint-lg,54,1,../data/svox/images/train/queries_sun\@0619737.01@5735925.26@20141216_093258@.jpg,../data/svox/images/train/gallery\@0619743.74@5735927.82@201205@o5_o7_f-QzK-3nQ572giEw@F@.jpg
052,svox_train_sun,cosplace,superpoint-lg,36,0,../data/svox/images/train/queries_sun\@0619740.38@5735690.18@20141216_093414@.jpg,../data/svox/images/train/gallery\@0619760.56@5735668.60@201205@uTUB-1KZfiiWx_K_WnPE2w@F@.jpg
053,svox_train_sun,cosplace,superpoint-lg,126,1,../data/svox/images/train/queries_sun\@0619741.21@5735928.45@20141216_093257@.jpg,../data/svox/images/train/gallery\@0619743.74@5735927.82@201205@o5_o7_f-QzK-3nQ572giEw@F@.jpg
054,svox_train_sun,cosplace,superpoint-lg,45,1,../data/svox/images/train/queries_sun\@0619743.92@5735686.42@20141216_093415@.jpg,../data/svox/images/train/gallery\@0619760.56@5735668.60@201205@uTUB-1KZfiiWx_K_WnPE2w@F@.jpg
055,svox_train_sun,cosplace,superpoint-lg,48,1,../data/svox/images/train/queries_sun\@0619745.58@5735931.67@20141216_093256@.jpg,../data/svox/images/train/gallery\@0619752.30@5735934.12@201205@TzO4C1LkA98_sx4l80gHYQ@F@.jpg
056,svox_train_sun,cosplace,superpoint-lg,82,1,../data/svox/images/train/queries_sun\@0619748.67@5735683.65@20141216_093416@.jpg,../data/svox/images/train/gallery\@0619749.44@5735679.76@201205@_VC6ZJ26qUwLQiwjv5LjlQ@F@.jpg
057,svox_train_sun,cosplace,superpoint-lg,65,1,../data/svox/images/train/queries_sun\@0619750.20@5735935.10@20141216_093255@.jpg,../data/svox/images/train/gallery\@0619756.67@5735937.54@201205@mRDNa8HxXEyFTEsfM8-Mug@F@.jpg
058,svox_train_sun,cosplace,superpoint-lg,81,1,../data/svox/images/train/queries_sun\@0619752.84@5735679.45@20141216_093417@.jpg,../data/svox/images/train/gallery\@0619749.44@5735679.76@201205@_VC6ZJ26qUwLQiwjv5LjlQ@F@.jpg
059,svox_train_sun,cosplace,superpoint-lg,111,1,../data/svox/images/train/queries_sun\@0619754.87@5735938.50@20141216_093254@.jpg,../data/svox/images/train/gallery\@0619756.67@5735937.54@201205@mRDNa8HxXEyFTEsfM8-Mug@F@.jpg
060,svox_train_sun,cosplace,superpoint-lg,93,1,../data/svox/images/train/queries_sun\@0619755.44@5735675.02@20141216_093418@.jpg,../data/svox/images/train/gallery\@0619756.71@5735672.33@201205@QeJqS7FTmpaHtJrAD30xFA@F@.jpg
061,svox_train_sun,cosplace,superpoint-lg,82,1,../data/svox/images/train/queries_sun\@0619759.23@5735671.58@20141216_093419@.jpg,../data/svox/images/train/gallery\@0619760.56@5735668.60@201205@uTUB-1KZfiiWx_K_WnPE2w@F@.jpg
062,svox_train_sun,cosplace,superpoint-lg,48,1,../data/svox/images/train/queries_sun\@0619759.26@5735941.73@20141216_093253@.jpg,../data/svox/images/train/gallery\@0619756.67@5735937.54@201205@mRDNa8HxXEyFTEsfM8-Mug@F@.jpg
063,svox_train_sun,cosplace,superpoint-lg,84,1,../data/svox/images/train/queries_sun\@0619763.52@5735944.86@20141216_093252@.jpg,../data/svox/images/train/gallery\@0619766.45@5735945.75@201205@FIDGOZGsMFz1pNqQE35SWA@F@.jpg
064,svox_train_sun,cosplace,superpoint-lg,85,1,../data/svox/images/train/queries_sun\@0619763.78@5735667.81@20141216_093420@.jpg,../data/svox/images/train/gallery\@0619760.56@5735668.60@201205@uTUB-1KZfiiWx_K_WnPE2w@F@.jpg
065,svox_train_sun,cosplace,superpoint-lg,58,0,../data/svox/images/train/queries_sun\@0619767.59@5735947.97@20141216_093251@.jpg,../data/svox/images/train/gallery\@0619792.82@5735964.00@201205@wnl3aMIiiaFj-smObNVYcw@F@.jpg
066,svox_train_sun,cosplace,superpoint-lg,58,1,../data/svox/images/train/queries_sun\@0619767.88@5735664.52@20141216_093421@.jpg,../data/svox/images/train/gallery\@0619760.56@5735668.60@201205@uTUB-1KZfiiWx_K_WnPE2w@F@.jpg
067,svox_train_sun,cosplace,superpoint-lg,94,1,../data/svox/images/train/queries_sun\@0619772.17@5735660.86@20141216_093422@.jpg,../data/svox/images/train/gallery\@0619768.98@5735660.61@201205@kKTMjwuC7_Ti5FnAz2xEWQ@F@.jpg
068,svox_train_sun,cosplace,superpoint-lg,45,1,../data/svox/images/train/queries_sun\@0619772.34@5735946.10@20141216_093250@.jpg,../data/svox/images/train/gallery\@0619784.03@5735957.77@201205@Iz2Od50k4T3PVNeI4iDWHw@F@.jpg
069,svox_train_sun,cosplace,superpoint-lg,72,1,../data/svox/images/train/queries_sun\@0619776.51@5735656.91@20141216_093423@.jpg,../data/svox/images/train/gallery\@0619768.98@5735660.61@201205@kKTMjwuC7_Ti5FnAz2xEWQ@F@.jpg
070,svox_train_sun,cosplace,superpoint-lg,102,1,../data/svox/images/train/queries_sun\@0619777.06@5735949.51@20141216_093249@.jpg,../data/svox/images/train/gallery\@0619778.70@5735954.08@201205@8NDeSHEbegMQ9IL1IVT9sw@F@.jpg
071,svox_train_sun,cosplace,superpoint-lg,35,1,../data/svox/images/train/queries_sun\@0619780.93@5735652.69@20141216_093423@.jpg,../data/svox/images/train/gallery\@0619768.98@5735660.61@201205@kKTMjwuC7_Ti5FnAz2xEWQ@F@.jpg
072,svox_train_sun,cosplace,superpoint-lg,90,1,../data/svox/images/train/queries_sun\@0619781.39@5735952.57@20141216_093248@.jpg,../data/svox/images/train/gallery\@0619784.03@5735957.77@201205@Iz2Od50k4T3PVNeI4iDWHw@F@.jpg
073,svox_train_sun,cosplace,superpoint-lg,4,0,../data/svox/images/train/queries_sun\@0619785.31@5735648.26@20141216_093424@.jpg,../data/svox/images/train/gallery\@0619461.79@5735980.44@201205@rJBw0ILi1nYMBS3g5Dhj_Q@F@.jpg
074,svox_train_sun,cosplace,superpoint-lg,115,1,../data/svox/images/train/queries_sun\@0619785.62@5735955.39@20141216_093247@.jpg,../data/svox/images/train/gallery\@0619784.03@5735957.77@201205@Iz2Od50k4T3PVNeI4iDWHw@F@.jpg
075,svox_train_sun,cosplace,superpoint-lg,70,1,../data/svox/images/train/queries_sun\@0619787.18@5735961.71@20141216_093246@.jpg,../data/svox/images/train/gallery\@0619792.82@5735964.00@201205@wnl3aMIiiaFj-smObNVYcw@F@.jpg
076,svox_train_sun,cosplace,superpoint-lg,5,0,../data/svox/images/train/queries_sun\@0619789.74@5735643.77@20141216_093425@.jpg,../data/svox/images/train/gallery\@0619461.79@5735980.44@201205@rJBw0ILi1nYMBS3g5Dhj_Q@F@.jpg
077,svox_train_sun,cosplace,superpoint-lg,93,1,../data/svox/images/train/queries_sun\@0619791.55@5735964.99@20141216_093244@.jpg,../data/svox/images/train/gallery\@0619792.82@5735964.00@201205@wnl3aMIiiaFj-smObNVYcw@F@.jpg
078,svox_train_sun,cosplace,superpoint-lg,9,1,../data/svox/images/train/queries_sun\@0619793.98@5735639.22@20141216_093426@.jpg,../data/svox/images/train/gallery\@0619784.96@5735645.14@201205@CQpS6xiyCxfm6W3PW4PwqQ@F@.jpg
079,svox_train_sun,cosplace,superpoint-lg,52,1,../data/svox/images/train/queries_sun\@0619795.98@5735968.09@20141216_093243@.jpg,../data/svox/images/train/gallery\@0619801.53@5735970.38@201205@GKeL7LAq0Ul2h587BDYYQw@F@.jpg
080,svox_train_sun,cosplace,superpoint-lg,11,1,../data/svox/images/train/queries_sun\@0619798.05@5735634.69@20141216_093427@.jpg,../data/svox/images/train/gallery\@0619795.66@5735633.01@201205@QPIj2tbfVntR9urkM6nS1A@F@.jpg
081,svox_train_sun,cosplace,superpoint-lg,41,1,../data/svox/images/train/queries_sun\@0619800.27@5735971.07@20141216_093242@.jpg,../data/svox/images/train/gallery\@0619810.11@5735977.38@201205@pdkRCTl-UkVcG7M_GTCp2A@F@.jpg
082,svox_train_sun,cosplace,superpoint-lg,33,1,../data/svox/images/train/queries_sun\@0619802.01@5735630.16@20141216_093427@.jpg,../data/svox/images/train/gallery\@0619798.74@5735629.35@201205@hW52hyyPp6euIibs-somnw@F@.jpg
083,svox_train_sun,cosplace,superpoint-lg,52,1,../data/svox/images/train/queries_sun\@0619804.19@5735974.39@20141216_093241@.jpg,../data/svox/images/train/gallery\@0619810.11@5735977.38@201205@pdkRCTl-UkVcG7M_GTCp2A@F@.jpg
084,svox_train_sun,cosplace,superpoint-lg,50,1,../data/svox/images/train/queries_sun\@0619805.92@5735625.58@20141216_093428@.jpg,../data/svox/images/train/gallery\@0619798.71@5735625.91@201205@IWFZ2F_vbaDQst_jfS4_UA@B@.jpg
085,svox_train_sun,cosplace,superpoint-lg,40,1,../data/svox/images/train/queries_sun\@0619808.40@5735977.66@20141216_093239@.jpg,../data/svox/images/train/gallery\@0619810.11@5735977.38@201205@pdkRCTl-UkVcG7M_GTCp2A@F@.jpg
086,svox_train_sun,cosplace,superpoint-lg,7,0,../data/svox/images/train/queries_sun\@0619809.73@5735620.85@20141216_093429@.jpg,../data/svox/images/train/gallery\@0623003.60@5736380.37@201207@sPV5IfAqJukHJB6y4R3o5A@F@.jpg
087,svox_train_sun,cosplace,superpoint-lg,43,1,../data/svox/images/train/queries_sun\@0619812.78@5735980.88@20141216_093238@.jpg,../data/svox/images/train/gallery\@0619810.11@5735977.38@201205@pdkRCTl-UkVcG7M_GTCp2A@F@.jpg
088,svox_train_sun,cosplace,superpoint-lg,11,0,../data/svox/images/train/queries_sun\@0619813.51@5735616.00@20141216_093430@.jpg,../data/svox/images/train/gallery\@0619654.24@5735912.28@201205@oOZp9Z7Gw7DvpqUfF5eSdQ@B@.jpg
089,svox_train_sun,cosplace,superpoint-lg,13,0,../data/svox/images/train/queries_sun\@0619816.60@5735611.11@20141216_093430@.jpg,../data/svox/images/train/gallery\@0619654.24@5735912.28@201205@oOZp9Z7Gw7DvpqUfF5eSdQ@B@.jpg
090,svox_train_sun,cosplace,superpoint-lg,133,1,../data/svox/images/train/queries_sun\@0619817.52@5735983.27@20141216_093236@.jpg,../data/svox/images/train/gallery\@0619819.42@5735983.54@201205@MdYLyzEafE-gFs74z-wswQ@F@.jpg
091,svox_train_sun,cosplace,superpoint-lg,7,0,../data/svox/images/train/queries_sun\@0619822.16@5735606.50@20141216_093431@.jpg,../data/svox/images/train/gallery\@0619704.40@5735898.78@201205@b2DMVNgS-Wq_a6FB09nMfA@B@.jpg
092,svox_train_sun,cosplace,superpoint-lg,114,1,../data/svox/images/train/queries_sun\@0619822.17@5735986.74@20141216_093235@.jpg,../data/svox/images/train/gallery\@0619829.15@5735987.30@201205@rhJu_ZOBw9ctRmg_EgByDQ@F@.jpg
093,svox_train_sun,cosplace,superpoint-lg,8,0,../data/svox/images/train/queries_sun\@0619825.53@5735601.40@20141216_093432@.jpg,../data/svox/images/train/gallery\@0619559.40@5735889.28@201205@mZqVIoqZyYEZbE4dExECHQ@B@.jpg
094,svox_train_sun,cosplace,superpoint-lg,115,1,../data/svox/images/train/queries_sun\@0619826.93@5735988.76@20141216_093234@.jpg,../data/svox/images/train/gallery\@0619829.15@5735987.30@201205@rhJu_ZOBw9ctRmg_EgByDQ@F@.jpg
095,svox_train_sun,cosplace,superpoint-lg,8,0,../data/svox/images/train/queries_sun\@0619826.99@5735596.44@20141216_093433@.jpg,../data/svox/images/train/gallery\@0619559.40@5735889.28@201205@mZqVIoqZyYEZbE4dExECHQ@B@.jpg
096,svox_train_sun,cosplace,superpoint-lg,93,1,../data/svox/images/train/queries_sun\@0619831.19@5735991.51@20141216_093232@.jpg,../data/svox/images/train/gallery\@0619829.15@5735987.30@201205@rhJu_ZOBw9ctRmg_EgByDQ@F@.jpg
097,svox_train_sun,cosplace,superpoint-lg,11,0,../data/svox/images/train/queries_sun\@0619831.75@5735591.01@20141216_093433@.jpg,../data/svox/images/train/gallery\@0619559.40@5735889.28@201205@mZqVIoqZyYEZbE4dExECHQ@B@.jpg
098,svox_train_sun,cosplace,superpoint-lg,13,0,../data/svox/images/train/queries_sun\@0619832.87@5735585.54@20141216_093435@.jpg,../data/svox/images/train/gallery\@0619552.03@5735897.64@201205@MWOLrw5Lrp7K_GXFER30Mw@B@.jpg
099,svox_train_sun,cosplace,superpoint-lg,24,1,../data/svox/images/train/queries_sun\@0619834.97@5735579.86@20141216_093435@.jpg,../data/svox/images/train/gallery\@0619827.60@5735588.44@201205@_usCTlbky3foArC_MO5wAw@B@.jpg
100,svox_train_sun,cosplace,superpoint-lg,5,0,../data/svox/images/train/queries_sun\@0619836.43@5735994.62@20141216_093231@.jpg,../data/svox/images/train/gallery\@0624520.74@5736686.26@201207@mA2s2iqPnoSW1RZ62qw1pw@B@.jpg
101,svox_train_sun,cosplace,superpoint-lg,12,0,../data/svox/images/train/queries_sun\@0619837.10@5735575.14@20141216_093436@.jpg,../data/svox/images/train/gallery\@0623322.41@5735807.66@201205@fnACBiCZ5giN7ZDjvYt2ow@F@.jpg
102,svox_train_sun,cosplace,superpoint-lg,27,1,../data/svox/images/train/queries_sun\@0619839.46@5735569.58@20141216_093437@.jpg,../data/svox/images/train/gallery\@0619827.60@5735588.44@201205@_usCTlbky3foArC_MO5wAw@B@.jpg
103,svox_train_sun,cosplace,superpoint-lg,12,0,../data/svox/images/train/queries_sun\@0619841.42@5735564.05@20141216_093438@.jpg,../data/svox/images/train/gallery\@0623561.69@5735921.80@201205@I0JXV9373jL7Xfkc6kJx7g@B@.jpg
104,svox_train_sun,cosplace,superpoint-lg,6,0,../data/svox/images/train/queries_sun\@0619841.86@5735996.30@20141216_093230@.jpg,../data/svox/images/train/gallery\@0623364.48@5735552.71@201207@XzUXO7pNDz1z16yPgLdJ1Q@F@.jpg
105,svox_train_sun,cosplace,superpoint-lg,14,0,../data/svox/images/train/queries_sun\@0619843.32@5735558.98@20141216_093439@.jpg,../data/svox/images/train/gallery\@0619782.72@5735642.72@201205@tdPhY0mZzLrQKm9uJ2jw3g@F@.jpg
106,svox_train_sun,cosplace,superpoint-lg,11,0,../data/svox/images/train/queries_sun\@0619845.01@5735553.63@20141216_093440@.jpg,../data/svox/images/train/gallery\@0619773.08@5735656.77@201205@FQEGs424-wrySfsotAbWRg@B@.jpg
107,svox_train_sun,cosplace,superpoint-lg,8,0,../data/svox/images/train/queries_sun\@0619846.16@5735998.90@20141216_093229@.jpg,../data/svox/images/train/gallery\@0624520.74@5736686.26@201207@mA2s2iqPnoSW1RZ62qw1pw@B@.jpg
