query_id,dataset_name,vpr_method,matcher_method,inliers_top1,is_top1_correct,query_path,top1_path
033,svox_train_sun,mixvpr,superpoint-lg,9,0,../data/svox/images/train/queries_sun\@0619691.40@5735740.39@20141216_093401@.jpg,../data/svox/images/train/gallery\@0624221.37@5736493.34@201207@1w5yO0VvllII_01lHttjTw@F@.jpg
034,svox_train_sun,mixvpr,superpoint-lg,9,0,../data/svox/images/train/queries_sun\@0619694.90@5735736.27@20141216_093402@.jpg,../data/svox/images/train/gallery\@0623500.72@5735896.66@201205@8rbBtm_6OGBtXyxXVTKp5A@F@.jpg
035,svox_train_sun,mixvpr,superpoint-lg,37,0,../data/svox/images/train/queries_sun\@0619695.64@5735890.90@20141216_093308@.jpg,../data/svox/images/train/gallery\@0619743.74@5735927.82@201205@o5_o7_f-QzK-3nQ572giEw@F@.jpg
036,svox_train_sun,mixvpr,superpoint-lg,92,1,../data/svox/images/train/queries_sun\@0619697.83@5735731.16@20141216_093403@.jpg,../data/svox/images/train/gallery\@0619700.69@5735731.49@201205@ZSX6z2ca1MmT1pZ-Dk5hIg@F@.jpg
037,svox_train_sun,mixvpr,superpoint-lg,24,1,../data/svox/images/train/queries_sun\@0619699.99@5735894.03@20141216_093307@.jpg,../data/svox/images/train/gallery\@0619708.63@5735901.90@201205@OjZOj9HEYsjSDh1JCrnDfA@F@.jpg
038,svox_train_sun,mixvpr,superpoint-lg,81,1,../data/svox/images/train/queries_sun\@0619702.25@5735728.80@20141216_093404@.jpg,../data/svox/images/train/gallery\@0619700.69@5735731.49@201205@ZSX6z2ca1MmT1pZ-Dk5hIg@F@.jpg
039,svox_train_sun,mixvpr,superpoint-lg,60,1,../data/svox/images/train/queries_sun\@0619705.14@5735897.76@20141216_093306@.jpg,../data/svox/images/train/gallery\@0619708.63@5735901.90@201205@OjZOj9HEYsjSDh1JCrnDfA@F@.jpg
040,svox_train_sun,mixvpr,superpoint-lg,17,0,../data/svox/images/train/queries_sun\@0619706.04@5735724.37@20141216_093406@.jpg,../data/svox/images/train/gallery\@0624427.06@5736321.99@201207@DVhVK1XwQ-8MAAIhN4Q19w@B@.jpg
041,svox_train_sun,mixvpr,superpoint-lg,68,1,../data/svox/images/train/queries_sun\@0619708.72@5735900.36@20141216_093305@.jpg,../data/svox/images/train/gallery\@0619708.63@5735901.90@201205@OjZOj9HEYsjSDh1JCrnDfA@F@.jpg
042,svox_train_sun,mixvpr,superpoint-lg,11,0,../data/svox/images/train/queries_sun\@0619709.51@5735720.59@20141216_093407@.jpg,../data/svox/images/train/gallery\@0623470.69@5735886.38@201205@kKifQ1FbeUbHT94E6wOBQg@F@.jpg
043,svox_train_sun,mixvpr,superpoint-lg,10,0,../data/svox/images/train/queries_sun\@0619713.31@5735715.86@20141216_093408@.jpg,../data/svox/images/train/gallery\@0623942.82@5736219.00@201207@Wxvabn61vmsowBGj6BrwxA@F@.jpg
044,svox_train_sun,mixvpr,superpoint-lg,30,0,../data/svox/images/train/queries_sun\@0619714.13@5735904.34@20141216_093304@.jpg,../data/svox/images/train/gallery\@0619752.30@5735934.12@201205@TzO4C1LkA98_sx4l80gHYQ@F@.jpg
045,svox_train_sun,mixvpr,superpoint-lg,16,0,../data/svox/images/train/queries_sun\@0619716.77@5735712.06@20141216_093409@.jpg,../data/svox/images/train/gallery\@0619405.60@5736022.03@201205@Y_CAlQr-37-y-RQe99Zlxw@F@.jpg
046,svox_train_sun,mixvpr,superpoint-lg,6,0,../data/svox/images/train/queries_sun\@0619720.52@5735708.39@20141216_093409@.jpg,../data/svox/images/train/gallery\@0622340.62@5736710.88@201204@oo6JKlZSmJq3mMLbAg190A@F@.jpg
047,svox_train_sun,mixvpr,superpoint-lg,5,0,../data/svox/images/train/queries_sun\@0619724.08@5735704.42@20141216_093410@.jpg,../data/svox/images/train/gallery\@0619536.89@5736672.60@201205@hndxwH9WxjFh42oWP4jXyw@F@.jpg
048,svox_train_sun,mixvpr,superpoint-lg,7,0,../data/svox/images/train/queries_sun\@0619727.85@5735700.90@20141216_093411@.jpg,../data/svox/images/train/gallery\@0619536.89@5736672.60@201205@hndxwH9WxjFh42oWP4jXyw@F@.jpg
049,svox_train_sun,mixvpr,superpoint-lg,7,0,../data/svox/images/train/queries_sun\@0619732.37@5735698.72@20141216_093412@.jpg,../data/svox/images/train/gallery\@0619623.21@5736414.75@201205@uLzb4p9re9OcrKxNmtx7fw@F@.jpg
050,svox_train_sun,mixvpr,superpoint-lg,5,0,../data/svox/images/train/queries_sun\@0619736.70@5735694.36@20141216_093413@.jpg,../data/svox/images/train/gallery\@0619623.21@5736414.75@201205@uLzb4p9re9OcrKxNmtx7fw@F@.jpg
051,svox_train_sun,mixvpr,superpoint-lg,60,1,../data/svox/images/train/queries_sun\@0619737.01@5735925.26@20141216_093258@.jpg,../data/svox/images/train/gallery\@0619752.30@5735934.12@201205@TzO4C1LkA98_sx4l80gHYQ@F@.jpg
052,svox_train_sun,mixvpr,superpoint-lg,35,1,../data/svox/images/train/queries_sun\@0619740.38@5735690.18@20141216_093414@.jpg,../data/svox/images/train/gallery\@0619756.71@5735672.33@201205@QeJqS7FTmpaHtJrAD30xFA@F@.jpg
053,svox_train_sun,mixvpr,superpoint-lg,24,1,../data/svox/images/train/queries_sun\@0619741.21@5735928.45@20141216_093257@.jpg,../data/svox/images/train/gallery\@0619752.30@5735934.12@201205@TzO4C1LkA98_sx4l80gHYQ@F@.jpg
054,svox_train_sun,mixvpr,superpoint-lg,14,0,../data/svox/images/train/queries_sun\@0619743.92@5735686.42@20141216_093415@.jpg,../data/svox/images/train/gallery\@0622529.49@5735389.31@201209@8l_DTzUfthsN-incrNg6vA@F@.jpg
055,svox_train_sun,mixvpr,superpoint-lg,48,1,../data/svox/images/train/queries_sun\@0619745.58@5735931.67@20141216_093256@.jpg,../data/svox/images/train/gallery\@0619752.30@5735934.12@201205@TzO4C1LkA98_sx4l80gHYQ@F@.jpg
056,svox_train_sun,mixvpr,superpoint-lg,86,1,../data/svox/images/train/queries_sun\@0619748.67@5735683.65@20141216_093416@.jpg,../data/svox/images/train/gallery\@0619747.11@5735678.79@201205@6h6EtXiH-NdWJmj42YSVRw@B@.jpg
057,svox_train_sun,mixvpr,superpoint-lg,79,1,../data/svox/images/train/queries_sun\@0619750.20@5735935.10@20141216_093255@.jpg,../data/svox/images/train/gallery\@0619752.30@5735934.12@201205@TzO4C1LkA98_sx4l80gHYQ@F@.jpg
058,svox_train_sun,mixvpr,superpoint-lg,71,1,../data/svox/images/train/queries_sun\@0619752.84@5735679.45@20141216_093417@.jpg,../data/svox/images/train/gallery\@0619750.43@5735675.25@201205@Eo23IbSX-d2EBWml4edN9g@B@.jpg
059,svox_train_sun,mixvpr,superpoint-lg,111,1,../data/svox/images/train/queries_sun\@0619754.87@5735938.50@20141216_093254@.jpg,../data/svox/images/train/gallery\@0619756.67@5735937.54@201205@mRDNa8HxXEyFTEsfM8-Mug@F@.jpg
060,svox_train_sun,mixvpr,superpoint-lg,93,1,../data/svox/images/train/queries_sun\@0619755.44@5735675.02@20141216_093418@.jpg,../data/svox/images/train/gallery\@0619756.71@5735672.33@201205@QeJqS7FTmpaHtJrAD30xFA@F@.jpg
061,svox_train_sun,mixvpr,superpoint-lg,68,1,../data/svox/images/train/queries_sun\@0619759.23@5735671.58@20141216_093419@.jpg,../data/svox/images/train/gallery\@0619756.71@5735672.33@201205@QeJqS7FTmpaHtJrAD30xFA@F@.jpg
062,svox_train_sun,mixvpr,superpoint-lg,50,1,../data/svox/images/train/queries_sun\@0619759.26@5735941.73@20141216_093253@.jpg,../data/svox/images/train/gallery\@0619766.45@5735945.75@201205@FIDGOZGsMFz1pNqQE35SWA@F@.jpg
063,svox_train_sun,mixvpr,superpoint-lg,84,1,../data/svox/images/train/queries_sun\@0619763.52@5735944.86@20141216_093252@.jpg,../data/svox/images/train/gallery\@0619766.45@5735945.75@201205@FIDGOZGsMFz1pNqQE35SWA@F@.jpg
064,svox_train_sun,mixvpr,superpoint-lg,58,1,../data/svox/images/train/queries_sun\@0619763.78@5735667.81@20141216_093420@.jpg,../data/svox/images/train/gallery\@0619750.43@5735675.25@201205@Eo23IbSX-d2EBWml4edN9g@B@.jpg
065,svox_train_sun,mixvpr,superpoint-lg,63,1,../data/svox/images/train/queries_sun\@0619767.59@5735947.97@20141216_093251@.jpg,../data/svox/images/train/gallery\@0619766.45@5735945.75@201205@FIDGOZGsMFz1pNqQE35SWA@F@.jpg
066,svox_train_sun,mixvpr,superpoint-lg,42,1,../data/svox/images/train/queries_sun\@0619767.88@5735664.52@20141216_093421@.jpg,../data/svox/images/train/gallery\@0619768.98@5735660.61@201205@kKTMjwuC7_Ti5FnAz2xEWQ@F@.jpg
067,svox_train_sun,mixvpr,superpoint-lg,94,1,../data/svox/images/train/queries_sun\@0619772.17@5735660.86@20141216_093422@.jpg,../data/svox/images/train/gallery\@0619768.98@5735660.61@201205@kKTMjwuC7_Ti5FnAz2xEWQ@F@.jpg
068,svox_train_sun,mixvpr,superpoint-lg,69,1,../data/svox/images/train/queries_sun\@0619772.34@5735946.10@20141216_093250@.jpg,../data/svox/images/train/gallery\@0619766.45@5735945.75@201205@FIDGOZGsMFz1pNqQE35SWA@F@.jpg
069,svox_train_sun,mixvpr,superpoint-lg,97,1,../data/svox/images/train/queries_sun\@0619776.51@5735656.91@20141216_093423@.jpg,../data/svox/images/train/gallery\@0619773.08@5735656.77@201205@FQEGs424-wrySfsotAbWRg@F@.jpg
070,svox_train_sun,mixvpr,superpoint-lg,102,1,../data/svox/images/train/queries_sun\@0619777.06@5735949.51@20141216_093249@.jpg,../data/svox/images/train/gallery\@0619778.70@5735954.08@201205@8NDeSHEbegMQ9IL1IVT9sw@F@.jpg
071,svox_train_sun,mixvpr,superpoint-lg,101,1,../data/svox/images/train/queries_sun\@0619780.93@5735652.69@20141216_093423@.jpg,../data/svox/images/train/gallery\@0619777.01@5735653.04@201205@Ic3jenFKkLajCJM-dNIfmA@F@.jpg
072,svox_train_sun,mixvpr,superpoint-lg,90,1,../data/svox/images/train/queries_sun\@0619781.39@5735952.57@20141216_093248@.jpg,../data/svox/images/train/gallery\@0619784.03@5735957.77@201205@Iz2Od50k4T3PVNeI4iDWHw@F@.jpg
073,svox_train_sun,mixvpr,superpoint-lg,11,0,../data/svox/images/train/queries_sun\@0619785.31@5735648.26@20141216_093424@.jpg,../data/svox/images/train/gallery\@0619730.06@5735966.96@201205@kPkL_yc-Y0r59vL-_ZJYHw@F@.jpg
074,svox_train_sun,mixvpr,superpoint-lg,115,1,../data/svox/images/train/queries_sun\@0619785.62@5735955.39@20141216_093247@.jpg,../data/svox/images/train/gallery\@0619784.03@5735957.77@201205@Iz2Od50k4T3PVNeI4iDWHw@F@.jpg
075,svox_train_sun,mixvpr,superpoint-lg,70,1,../data/svox/images/train/queries_sun\@0619787.18@5735961.71@20141216_093246@.jpg,../data/svox/images/train/gallery\@0619792.82@5735964.00@201205@wnl3aMIiiaFj-smObNVYcw@F@.jpg
076,svox_train_sun,mixvpr,superpoint-lg,7,0,../data/svox/images/train/queries_sun\@0619789.74@5735643.77@20141216_093425@.jpg,../data/svox/images/train/gallery\@0623281.16@5735852.51@201205@Vrv0sHhukhR4huz0acZZDQ@F@.jpg
077,svox_train_sun,mixvpr,superpoint-lg,93,1,../data/svox/images/train/queries_sun\@0619791.55@5735964.99@20141216_093244@.jpg,../data/svox/images/train/gallery\@0619792.82@5735964.00@201205@wnl3aMIiiaFj-smObNVYcw@F@.jpg
078,svox_train_sun,mixvpr,superpoint-lg,8,0,../data/svox/images/train/queries_sun\@0619793.98@5735639.22@20141216_093426@.jpg,../data/svox/images/train/gallery\@0619771.11@5735949.62@201205@saIqI2hvqJMFWEwb7i_r9w@B@.jpg
079,svox_train_sun,mixvpr,superpoint-lg,52,1,../data/svox/images/train/queries_sun\@0619795.98@5735968.09@20141216_093243@.jpg,../data/svox/images/train/gallery\@0619801.53@5735970.38@201205@GKeL7LAq0Ul2h587BDYYQw@F@.jpg
080,svox_train_sun,mixvpr,superpoint-lg,10,0,../data/svox/images/train/queries_sun\@0619798.05@5735634.69@20141216_093427@.jpg,../data/svox/images/train/gallery\@0619527.16@5736498.83@201205@fToYlhkmCAjR5K95HvlRmg@F@.jpg
081,svox_train_sun,mixvpr,superpoint-lg,103,1,../data/svox/images/train/queries_sun\@0619800.27@5735971.07@20141216_093242@.jpg,../data/svox/images/train/gallery\@0619801.53@5735970.38@201205@GKeL7LAq0Ul2h587BDYYQw@F@.jpg
082,svox_train_sun,mixvpr,superpoint-lg,4,0,../data/svox/images/train/queries_sun\@0619802.01@5735630.16@20141216_093427@.jpg,../data/svox/images/train/gallery\@0623573.99@5735109.13@201207@qDxWGGQtt_7czz9kHpwD7w@B@.jpg
083,svox_train_sun,mixvpr,superpoint-lg,51,1,../data/svox/images/train/queries_sun\@0619804.19@5735974.39@20141216_093241@.jpg,../data/svox/images/train/gallery\@0619801.53@5735970.38@201205@GKeL7LAq0Ul2h587BDYYQw@F@.jpg
084,svox_train_sun,mixvpr,superpoint-lg,37,1,../data/svox/images/train/queries_sun\@0619805.92@5735625.58@20141216_093428@.jpg,../data/svox/images/train/gallery\@0619805.74@5735618.29@201205@VpO5x7gvKeWK-PbH0Iu1wQ@B@.jpg
085,svox_train_sun,mixvpr,superpoint-lg,40,1,../data/svox/images/train/queries_sun\@0619808.40@5735977.66@20141216_093239@.jpg,../data/svox/images/train/gallery\@0619810.11@5735977.38@201205@pdkRCTl-UkVcG7M_GTCp2A@F@.jpg
086,svox_train_sun,mixvpr,superpoint-lg,7,0,../data/svox/images/train/queries_sun\@0619809.73@5735620.85@20141216_093429@.jpg,../data/svox/images/train/gallery\@0622344.65@5735312.15@201209@z20PgHjRu7BJ0hBQ_wqZNA@F@.jpg
087,svox_train_sun,mixvpr,superpoint-lg,43,1,../data/svox/images/train/queries_sun\@0619812.78@5735980.88@20141216_093238@.jpg,../data/svox/images/train/gallery\@0619810.11@5735977.38@201205@pdkRCTl-UkVcG7M_GTCp2A@F@.jpg
088,svox_train_sun,mixvpr,superpoint-lg,60,1,../data/svox/images/train/queries_sun\@0619813.51@5735616.00@20141216_093430@.jpg,../data/svox/images/train/gallery\@0619813.44@5735610.72@201205@OrzXQo6eB-x3VazFTOXCqA@B@.jpg
089,svox_train_sun,mixvpr,superpoint-lg,80,1,../data/svox/images/train/queries_sun\@0619816.60@5735611.11@20141216_093430@.jpg,../data/svox/images/train/gallery\@0619813.44@5735610.72@201205@OrzXQo6eB-x3VazFTOXCqA@B@.jpg
090,svox_train_sun,mixvpr,superpoint-lg,133,1,../data/svox/images/train/queries_sun\@0619817.52@5735983.27@20141216_093236@.jpg,../data/svox/images/train/gallery\@0619819.42@5735983.54@201205@MdYLyzEafE-gFs74z-wswQ@F@.jpg
091,svox_train_sun,mixvpr,superpoint-lg,99,1,../data/svox/images/train/queries_sun\@0619822.16@5735606.50@20141216_093431@.jpg,../data/svox/images/train/gallery\@0619813.44@5735610.72@201205@OrzXQo6eB-x3VazFTOXCqA@B@.jpg
092,svox_train_sun,mixvpr,superpoint-lg,93,1,../data/svox/images/train/queries_sun\@0619822.17@5735986.74@20141216_093235@.jpg,../data/svox/images/train/gallery\@0619819.42@5735983.54@201205@MdYLyzEafE-gFs74z-wswQ@F@.jpg
093,svox_train_sun,mixvpr,superpoint-lg,76,1,../data/svox/images/train/queries_sun\@0619825.53@5735601.40@20141216_093432@.jpg,../data/svox/images/train/gallery\@0619822.04@5735597.83@201205@xJifP__7-y2UchKcJW_IXQ@B@.jpg
094,svox_train_sun,mixvpr,superpoint-lg,115,1,../data/svox/images/train/queries_sun\@0619826.93@5735988.76@20141216_093234@.jpg,../data/svox/images/train/gallery\@0619829.15@5735987.30@201205@rhJu_ZOBw9ctRmg_EgByDQ@F@.jpg
095,svox_train_sun,mixvpr,superpoint-lg,111,1,../data/svox/images/train/queries_sun\@0619826.99@5735596.44@20141216_093433@.jpg,../data/svox/images/train/gallery\@0619822.04@5735597.83@201205@xJifP__7-y2UchKcJW_IXQ@B@.jpg
096,svox_train_sun,mixvpr,superpoint-lg,93,1,../data/svox/images/train/queries_sun\@0619831.19@5735991.51@20141216_093232@.jpg,../data/svox/images/train/gallery\@0619829.15@5735987.30@201205@rhJu_ZOBw9ctRmg_EgByDQ@F@.jpg
097,svox_train_sun,mixvpr,superpoint-lg,49,1,../data/svox/images/train/queries_sun\@0619831.75@5735591.01@20141216_093433@.jpg,../data/svox/images/train/gallery\@0619827.60@5735588.44@201205@_usCTlbky3foArC_MO5wAw@B@.jpg
098,svox_train_sun,mixvpr,superpoint-lg,10,0,../data/svox/images/train/queries_sun\@0619832.87@5735585.54@20141216_093435@.jpg,../data/svox/images/train/gallery\@0619573.78@5735873.68@201205@OGmaIZ6E7SKH5bqa5uLlNQ@B@.jpg
099,svox_train_sun,mixvpr,superpoint-lg,36,1,../data/svox/images/train/queries_sun\@0619834.97@5735579.86@20141216_093435@.jpg,../data/svox/images/train/gallery\@0619832.37@5735578.36@201205@IfBOMGif_ysSOER-R84mow@B@.jpg
100,svox_train_sun,mixvpr,superpoint-lg,9,0,../data/svox/images/train/queries_sun\@0619836.43@5735994.62@20141216_093231@.jpg,../data/svox/images/train/gallery\@0624177.99@5735365.28@201204@YTIFjVgBVl_8wcpe_k1Lgg@F@.jpg
101,svox_train_sun,mixvpr,superpoint-lg,7,0,../data/svox/images/train/queries_sun\@0619837.10@5735575.14@20141216_093436@.jpg,../data/svox/images/train/gallery\@0620038.90@5735624.97@201205@v_hwR-mK9oPgH7hfmWxg8g@F@.jpg
102,svox_train_sun,mixvpr,superpoint-lg,39,1,../data/svox/images/train/queries_sun\@0619839.46@5735569.58@20141216_093437@.jpg,../data/svox/images/train/gallery\@0619838.67@5735562.56@201205@06--k30Pd-ac8CraaCEcWQ@B@.jpg
103,svox_train_sun,mixvpr,superpoint-lg,42,1,../data/svox/images/train/queries_sun\@0619841.42@5735564.05@20141216_093438@.jpg,../data/svox/images/train/gallery\@0619838.67@5735562.56@201205@06--k30Pd-ac8CraaCEcWQ@B@.jpg
104,svox_train_sun,mixvpr,superpoint-lg,47,1,../data/svox/images/train/queries_sun\@0619841.86@5735996.30@20141216_093230@.jpg,../data/svox/images/train/gallery\@0619842.88@5735994.43@201205@y57EapDP1lOVbiQ65esOrw@F@.jpg
105,svox_train_sun,mixvpr,superpoint-lg,59,1,../data/svox/images/train/queries_sun\@0619843.32@5735558.98@20141216_093439@.jpg,../data/svox/images/train/gallery\@0619842.18@5735551.76@201205@rexoq1KnC3BlzDq4vQeqfw@B@.jpg
106,svox_train_sun,mixvpr,superpoint-lg,51,1,../data/svox/images/train/queries_sun\@0619845.01@5735553.63@20141216_093440@.jpg,../data/svox/images/train/gallery\@0619842.18@5735551.76@201205@rexoq1KnC3BlzDq4vQeqfw@B@.jpg
107,svox_train_sun,mixvpr,superpoint-lg,34,1,../data/svox/images/train/queries_sun\@0619846.16@5735998.90@20141216_093229@.jpg,../data/svox/images/train/gallery\@0619852.94@5735999.18@201205@LK0BYQZMRy8nLM_P_CiK-w@F@.jpg
